zaman_s,irtifa_m,olay
91.75,89,
91.80,89,
91.85,88,
91.90,88,
91.95,88,
92.00,87,
92.05,87,
92.10,86,
92.15,86,
92.20,85,
92.25,85,
92.30,85,
92.35,84,
92.40,84,
92.45,84,
92.50,83,
92.55,83,
92.60,83,
92.65,82,
92.70,82,
92.75,81,
92.80,81,
92.85,81,
92.90,81,
92.95,80,
93.00,80,
93.05,79,
93.10,79,
93.15,79,
93.20,78,
93.25,78,
93.30,78,
93.35,77,
93.40,77,
93.45,77,
93.50,76,
93.55,76,
93.60,75,
93.65,75,
93.70,75,
93.75,74,
93.80,74,
93.85,74,
93.90,73,
93.95,73,
94.00,73,
94.05,72,
94.10,72,
94.15,72,
94.20,71,
94.25,71,
94.30,71,
94.35,70,
94.40,70,
94.45,70,
94.50,69,
94.55,69,
94.60,69,
94.65,68,
94.70,68,
94.75,68,
94.80,68,
94.85,67,
94.90,67,
94.95,67,
95.00,66,
95.05,66,
95.10,66,
95.15,66,
95.20,65,
95.25,65,
95.30,65,
95.35,64,
95.40,64,
95.45,64,
95.50,63,
95.55,63,
95.60,63,
95.65,62,
95.70,62,
95.75,62,
95.80,62,
95.85,61,
95.90,61,
95.95,61,
96.00,61,
96.05,60,
96.10,60,
96.15,60,
96.20,59,
96.25,59,
96.30,59,
96.35,59,
96.40,58,
96.45,58,
96.50,58,
96.55,58,
96.60,57,
96.65,57,
96.70,57,
96.75,56,
96.80,56,
96.85,56,
96.90,56,
96.95,56,
97.00,55,
97.05,55,
97.10,55,
97.15,54,
97.20,54,
97.25,54,
97.30,54,
97.35,54,
97.40,53,
97.45,53,
97.50,53,
97.55,53,
97.60,53,
97.65,52,
97.70,52,
97.75,52,
97.80,51,
97.85,51,
97.90,51,
97.95,51,
98.00,50,
98.05,50,
98.10,50,
98.15,50,
98.20,49,
98.25,49,
98.30,49,
98.35,49,
98.40,49,
98.45,48,
98.50,48,
98.55,48,
98.60,48,
98.65,47,
98.70,47,
98.75,47,
98.80,47,
98.85,47,
98.90,46,
98.95,46,
99.00,46,
99.05,46,
99.10,45,
99.15,45,
99.20,45,
99.25,45,
99.30,45,
99.35,45,
99.40,44,
99.45,44,
99.50,44,
99.55,44,
99.60,44,
