t_ms,basinc_pa,sicaklik_c,ax_g,ay_g,az_g,durum
21920,62766,4.50,0.05,-0.21,-0.04,3
21960,62759,4.57,-0.24,0.11,-0.12,3
22000,62762,4.64,0.22,-0.17,-0.10,3
22040,62749,4.48,-0.10,0.17,-0.04,3
22080,62751,4.58,0.01,-0.00,0.03,3
22120,62752,4.43,0.14,-0.27,0.02,3
22160,62740,4.40,0.04,-0.21,0.04,3
22200,62736,4.50,0.12,-0.46,0.07,3
22240,62742,4.56,-0.23,-0.07,0.07,3
22280,62733,4.46,0.27,-0.13,0.01,3
22320,62726,4.55,-0.13,0.20,-0.02,3
22360,62720,4.48,-0.21,0.06,0.08,3
22400,62720,4.63,0.25,-0.06,0.00,3
22440,62712,4.43,-0.00,0.14,-0.00,3
22480,62712,4.31,0.29,0.43,-0.03,3
22520,62712,4.56,0.49,-0.13,-0.05,3
22560,62710,4.50,0.13,0.03,-0.06,3
22600,62701,4.45,0.11,-0.11,0.04,3
22640,62700,4.60,0.09,0.41,-0.04,3
22680,62703,4.39,-0.20,-0.15,-0.02,3
22720,62698,4.57,0.38,0.18,-0.15,3
22760,62699,4.38,-0.22,-0.34,-0.01,3
22800,62687,4.55,-0.26,-0.00,-0.10,3
22840,62689,4.50,-0.24,-0.05,-0.12,3
22880,62694,4.41,0.02,0.28,-0.03,3
22920,62686,4.56,-0.23,-0.14,0.07,3
22960,62688,4.52,0.08,-0.11,-0.05,3
23000,62686,4.48,-0.17,-0.24,0.05,3
23040,62695,4.59,0.04,0.04,-0.01,3
23080,62691,4.46,0.01,-0.00,-0.11,3
23120,62689,4.42,-0.08,-0.33,-0.01,3
23160,0,4.48,0.03,-0.28,-0.05,3
23200,62677,4.39,-0.21,0.22,-0.08,3
23240,62679,4.42,-0.03,0.17,0.07,3
23280,62684,4.49,0.18,0.13,0.10,3
23320,62678,4.48,-0.20,-0.47,-0.05,3
23360,62679,4.54,-0.32,0.22,-0.08,3
23400,62678,4.55,0.29,0.13,0.01,3
23440,62674,4.38,0.21,-0.06,-0.10,3
23480,62675,4.30,0.06,0.05,-0.06,3
23520,62681,4.64,-0.01,-0.35,0.14,3
23560,62679,4.37,0.01,-0.06,0.11,3
23600,62672,4.26,-0.06,-0.11,-0.06,3
23640,62676,4.44,0.02,-0.08,-0.05,3
23680,62679,4.74,-0.05,-0.17,0.03,3
23720,62681,4.39,0.38,0.09,0.02,3
23760,62684,4.37,-0.09,-0.43,-0.10,3
23800,62689,4.49,-0.10,-0.30,0.12,3
23840,62681,4.64,0.31,-0.24,-0.06,3
23880,62679,4.59,-0.21,0.35,0.03,3
23920,62689,4.51,0.23,-0.05,0.10,3
23960,62688,4.54,0.10,-0.26,0.04,3
24000,62695,4.45,-0.06,0.05,0.02,3
24040,62687,4.56,-0.12,-0.08,-0.02,3
24080,62697,4.56,-0.10,-0.43,0.03,3
24120,62697,4.52,0.16,0.02,0.00,3
24160,62698,4.46,-0.18,-0.27,0.01,3
24200,62703,4.46,-0.12,0.11,0.06,3
24240,62709,4.68,0.09,-0.16,-0.01,3
24280,62708,4.41,0.09,0.35,-0.10,3
24320,62706,4.33,0.50,-0.30,0.01,3
24360,62716,4.44,-0.09,-0.37,0.05,3
24400,62721,4.37,-0.04,-0.01,0.07,3
24440,62724,4.54,-0.16,-0.08,0.04,3
24480,62724,4.67,0.02,0.08,0.14,3
24520,62724,4.58,0.00,-0.02,0.01,3
24560,62731,4.60,-0.30,0.17,0.03,3
24600,62728,4.68,0.39,-0.14,-0.07,3
24640,62741,4.63,-0.09,-0.21,0.02,3
24680,62737,4.61,0.11,-0.11,-0.02,3
24720,62746,4.68,-0.18,-0.26,-0.05,3
24760,62751,4.44,0.21,0.26,0.05,3
24800,62746,4.45,-0.05,-0.12,0.21,3
24840,62756,4.52,0.41,0.24,0.19,3
24880,62747,4.36,-0.01,0.02,-0.16,3
24920,62765,4.63,-0.19,-0.24,0.14,3
24960,62771,4.64,0.35,0.09,-0.03,3
25000,62766,4.51,-0.04,0.05,0.01,3
25040,62782,4.49,0.03,-0.17,-0.03,3
25080,62789,4.88,-0.16,-0.17,0.18,3
25120,62792,4.36,0.28,0.34,-0.18,3
25160,62798,4.62,0.10,0.05,0.06,3
25200,62802,4.70,-0.18,-0.01,0.02,3
25240,62808,4.54,-0.07,-0.25,0.05,3
25280,62815,4.62,-0.19,0.03,0.02,3
25320,62816,4.71,0.14,-0.06,0.08,3
25360,62822,4.77,0.16,-0.21,-0.05,3
25400,62826,4.64,-0.14,-0.14,-0.08,3
25440,62841,4.57,-0.23,0.16,0.03,3
25480,62845,4.50,-0.30,0.06,-0.08,3
25520,62851,4.50,-0.05,-0.06,0.10,3
25560,62856,4.51,-0.21,0.23,0.15,3
25600,62856,4.65,-0.41,-0.18,0.10,3
25640,62859,4.41,0.05,-0.03,-0.05,3
25680,62876,4.57,-0.05,-0.31,-0.02,3
25720,62885,4.58,0.17,0.03,0.02,3
25760,62884,4.68,0.44,-0.01,0.02,3
25800,62904,4.57,0.05,-0.04,0.02,3
25840,62904,4.63,-0.01,-0.19,-0.07,3
25880,62909,4.60,0.05,-0.64,0.03,3
25920,62920,4.78,0.28,-0.04,-0.07,3
25960,62927,4.59,0.06,-0.20,0.08,3
26000,62929,4.72,0.27,0.19,0.06,3
26040,62946,4.64,0.29,-0.08,-0.05,3
26080,62949,4.78,-0.11,-0.17,-0.01,3
26120,62962,4.75,0.23,-0.10,0.04,3
26160,62978,4.82,0.30,-0.20,-0.05,3
26200,62981,4.58,-0.04,0.27,0.14,3
26240,62989,4.77,0.10,-0.38,0.09,3
26280,62988,4.64,0.01,0.20,-0.04,3
26320,63002,4.71,0.07,-0.19,0.05,3
26360,63018,4.85,0.18,-0.16,-0.01,3
26400,63025,4.91,-0.21,-0.03,-0.05,3
26440,63030,4.78,-0.09,0.10,0.10,3
26480,63043,4.86,-0.09,0.16,0.13,3
26520,63049,4.73,-0.07,-0.11,-0.10,3
26560,63058,4.77,-0.06,0.10,-0.15,3
26600,63063,4.81,-0.18,0.04,-0.00,3
26640,63079,4.71,0.00,-0.04,-0.01,3
26680,63096,4.83,-0.11,0.38,0.08,3
26720,63102,5.00,0.12,0.04,0.20,3
26760,63102,4.90,-0.22,-0.32,0.05,3
26800,63115,4.63,0.32,-0.36,0.16,3
26840,63137,4.78,0.11,-0.29,-0.09,3
26880,63147,4.72,-0.02,-0.47,0.00,3
26920,63152,4.82,-0.25,-0.23,-0.11,3
26960,63167,4.93,-0.18,0.02,0.02,3
27000,63181,4.89,0.16,-0.19,0.02,3
27040,63186,4.89,0.15,-0.32,-0.14,3
27080,63195,4.82,-0.30,-0.28,0.02,3
27120,63201,4.84,0.29,0.08,0.16,3
27160,63224,5.01,0.13,0.07,-0.01,3
27200,63231,5.02,0.00,-0.15,0.05,3
27240,63244,4.69,0.02,0.10,0.10,3
27280,63257,5.15,0.10,-0.06,0.14,3
27320,63267,5.08,0.01,-0.04,0.12,3
27360,63276,4.91,-0.02,0.15,0.08,3
27400,63290,5.02,-0.35,-0.01,0.05,3
27440,63300,5.02,0.15,0.15,-0.06,3
27480,63311,4.97,-0.26,-0.11,0.01,3
27520,63326,4.80,0.39,-0.06,0.01,3
27560,63342,5.11,-0.07,-0.34,0.10,3
27600,63355,5.00,-0.14,0.03,0.15,3
27640,63365,4.89,0.28,0.04,0.15,3
27680,63383,5.07,0.07,-0.17,0.09,3
27720,63395,4.95,0.04,0.01,-0.14,3
27760,63395,5.08,-0.03,-0.04,0.11,3
27800,63421,5.03,-0.02,0.27,0.01,3
27840,63430,5.30,0.24,0.30,0.00,3
27880,63438,4.99,-0.23,-0.11,0.06,3
27920,63459,5.20,-0.51,-0.13,0.08,3
27960,63478,5.13,-0.13,-0.29,0.15,3
28000,63478,5.31,-0.10,-0.12,0.15,3
28040,63501,5.08,-0.08,0.25,0.03,3
28080,63518,5.10,-0.14,0.34,0.05,3
28120,63531,5.19,-0.02,0.27,-0.04,3
28120,63531,5.19,-0.02,0.27,-0.04,3
28160,63548,5.34,-0.06,-0.06,0.17,3
28200,63555,5.30,0.16,0.02,0.15,3
28240,63572,5.30,-0.17,0.02,0.16,3
28280,63597,5.24,0.33,0.12,0.21,3
28840,63818,5.49,-0.20,-0.10,0.20,3
28880,63820,5.33,-0.30,-0.00,0.09,3
28920,63838,5.17,-0.01,0.15,0.24,3
28960,63858,5.49,0.31,-0.33,0.27,3
29000,63871,5.59,-0.40,0.06,0.19,3
29040,63892,5.40,0.33,-0.19,0.03,3
29080,63907,5.49,-0.11,-0.02,0.02,3
29120,63923,5.47,0.13,0.28,-0.01,3
29160,63939,5.61,-0.40,0.10,-0.05,3
29200,63965,5.49,0.21,0.20,0.11,3
29240,63982,5.44,0.07,0.12,0.09,3
29280,63990,5.64,-0.23,-0.04,0.04,3
29320,64015,5.70,-0.04,-0.12,0.19,3
29360,64037,5.42,0.07,0.13,0.15,3
29400,64052,5.61,-0.29,-0.05,0.16,3
29440,64075,5.43,-0.02,0.15,0.12,3
29480,64085,5.48,0.15,-0.06,0.13,3
29520,64105,5.57,0.06,0.04,0.05,3
29560,64124,5.75,0.36,-0.09,0.28,3
29600,64147,5.66,-0.12,0.29,0.09,3
29640,64164,5.61,0.21,-0.40,-0.06,3
29680,64183,5.89,-0.09,0.19,0.17,3
29720,64200,5.75,0.25,-0.09,0.12,3
29760,64224,5.71,-0.28,-0.50,0.17,3
29800,64241,5.98,-0.16,-0.26,0.10,3
29840,64257,5.74,0.19,-0.05,0.21,3
29880,64278,5.71,0.11,0.17,0.03,3
29920,64300,5.75,-0.35,0.34,0.12,3
29960,64309,5.76,0.20,0.16,0.25,3
30000,64341,5.83,0.07,0.41,0.07,3
30040,64361,5.93,0.08,0.25,0.14,3
30080,64378,5.95,-0.12,-0.05,0.17,3
30120,64397,5.90,0.24,0.04,0.24,3
30160,64415,5.94,-0.25,-0.06,0.18,3
30200,64438,5.91,-0.27,0.04,0.20,3
30240,64461,5.83,0.21,0.04,0.28,3
30280,64481,6.07,-0.28,0.02,0.09,3
30320,64495,5.96,-0.16,0.20,0.23,3
30560,64629,6.02,0.51,0.16,0.05,3
30600,64650,5.99,-0.03,0.00,0.23,3
30640,64672,6.11,-0.14,0.19,0.17,3
30680,64693,6.03,0.11,-0.03,0.03,3
30720,64716,6.19,0.08,-0.01,0.22,3
30760,64729,6.06,-0.06,-0.19,0.19,3
30800,64757,6.21,0.08,-0.14,0.26,3
30840,64784,6.08,0.23,-0.20,0.22,3
30880,64805,6.28,-0.16,0.04,0.11,3
30920,64831,6.28,0.33,0.25,0.11,3
30960,64853,6.11,0.05,0.10,0.21,3
31000,64875,6.21,0.17,0.21,0.26,3
31040,64891,6.10,0.07,-0.10,0.31,3
31080,64915,6.31,0.01,0.22,-0.01,3
31120,64945,6.33,0.20,0.05,0.05,3
31160,64957,6.32,0.07,-0.11,0.19,3
31200,64991,6.37,0.18,-0.48,0.15,3
31240,65013,6.34,0.48,0.10,0.20,3
31280,65027,6.35,-0.28,-0.18,0.20,3
31320,65055,6.49,0.19,0.06,0.15,3
31360,65082,6.71,0.29,0.14,0.16,3
31400,65104,6.45,-0.17,0.25,0.17,3
31440,65130,6.45,0.14,-0.16,0.27,3
31480,65149,6.45,0.06,-0.08,0.18,3
31520,65183,6.62,-0.09,0.07,0.06,3
31560,65200,6.38,-0.35,0.04,0.11,3
31600,65225,6.48,-0.06,0.06,0.32,3
31640,65245,6.57,-0.17,0.21,0.23,3
31680,65276,6.51,0.05,-0.33,0.20,3
31720,65299,6.48,-0.07,0.16,0.14,3
31760,65331,6.70,0.07,0.01,0.10,3
31800,65348,6.68,-0.10,-0.43,0.26,3
31840,65369,6.61,-0.09,0.09,0.32,3
31880,65398,6.76,0.02,0.20,0.28,3
31920,65416,6.70,-0.22,0.24,0.23,3
31960,65445,6.57,0.12,-0.08,0.17,3
32000,65473,6.65,0.19,-0.20,0.36,3
32040,65498,6.72,-0.19,0.17,0.34,3
32080,65520,6.84,-0.30,-0.11,0.26,3
32120,65551,6.80,-0.02,-0.09,0.22,3
32160,65570,6.59,-0.03,-0.18,0.10,3
32200,65609,6.77,0.04,0.11,0.37,3
32240,65635,6.83,0.14,0.08,0.26,3
32280,65635,6.95,-0.22,-0.21,0.35,3
32320,65685,6.84,0.05,-0.17,0.31,3
32360,65701,6.63,-0.23,-0.13,0.26,3
32400,65735,6.86,-0.30,-0.03,0.27,3
32440,65753,6.98,0.15,-0.05,0.16,3
32480,65791,6.84,-0.13,-0.25,0.31,3
32520,65814,7.15,-0.22,-0.26,0.14,3
32560,65839,6.80,0.05,0.03,0.34,3
32600,65872,7.13,-0.02,-0.04,0.31,3
32640,65885,7.19,0.30,-0.05,0.22,3
32680,65922,7.12,0.07,-0.49,0.18,3
32720,65948,7.10,0.05,-0.02,0.41,3
32760,65971,7.12,-0.18,-0.05,0.27,3
32800,66002,7.14,-0.03,0.17,0.26,3
32840,66036,7.08,-0.19,-0.05,0.20,3
32880,66058,7.15,0.15,0.18,0.40,3
32920,66081,7.41,0.02,0.09,0.16,3
32960,66112,7.19,0.42,-0.01,0.33,3
33000,66140,7.16,0.28,0.29,0.29,3
33040,66171,7.18,-0.21,-0.35,0.31,3
33080,66204,7.27,0.02,-0.06,0.24,3
33120,66227,7.21,0.01,-0.08,0.38,3
33160,66260,7.60,0.19,0.27,0.24,3
33200,66285,7.39,0.25,0.05,0.19,3
33240,66312,7.56,0.21,0.00,0.13,3
33280,66342,7.30,-0.15,0.33,0.27,3
33320,66372,7.59,0.14,0.18,0.25,3
33360,66403,7.56,-0.08,0.15,0.30,3
33400,66429,7.56,-0.11,0.22,0.27,3
33440,66461,7.61,0.08,-0.25,0.24,3
33480,66484,7.58,-0.30,0.35,0.29,3
33520,66512,7.54,-0.10,-0.00,0.24,3
33560,66547,7.68,0.18,-0.09,0.22,3
33600,66576,7.56,0.02,-0.04,0.26,3
33640,66604,7.61,0.09,0.16,0.28,3
33680,66631,7.72,-0.32,-0.09,0.32,3
33720,66654,7.68,0.08,-0.18,0.30,3
33760,66696,7.53,-0.27,-0.27,0.35,3
33800,66720,7.77,-0.05,-0.23,0.29,3
33840,66760,7.68,-0.36,-0.02,0.30,3
33880,66787,7.68,-0.21,0.17,0.46,3
33920,66817,7.53,-0.18,0.04,0.36,3
33960,66844,7.72,0.08,0.16,0.26,3
34000,66881,7.92,-0.08,-0.00,0.39,3
34040,66904,7.83,0.15,-0.04,0.29,3
34080,66944,7.92,-0.25,0.12,0.40,3
34120,66968,7.93,-0.22,-0.33,0.34,3
34160,66996,7.73,0.04,0.36,0.35,3
34200,67029,7.78,-0.19,0.03,0.31,3
34240,67063,7.94,-0.02,0.07,0.37,3
34280,67091,7.99,0.22,-0.26,0.38,3
34320,67125,7.97,0.26,-0.10,0.44,3
34360,67156,8.06,0.07,-0.18,0.42,3
34400,67191,7.97,-0.23,-0.19,0.24,3
34440,67208,8.14,-0.24,0.24,0.32,3
34480,67249,8.06,-0.08,-0.02,0.45,3
34520,67273,8.22,-0.18,0.17,0.39,3
34560,67315,8.13,-0.12,0.01,0.42,3
34600,67350,7.96,0.41,-0.12,0.30,3
34640,67376,8.26,-0.47,-0.33,0.49,3
34680,67415,8.15,0.13,0.50,0.34,3
34720,67439,8.18,0.21,-0.01,0.21,3
34760,67477,8.18,-0.01,-0.07,0.28,3
34800,67505,8.29,-0.20,0.10,0.34,3
34840,67532,8.25,-0.21,-0.12,0.47,3
34880,67576,8.26,0.27,-0.19,0.34,3
34920,67598,8.30,-0.00,-0.17,0.42,3
34960,67637,8.60,-0.09,0.08,0.37,3
35000,67671,8.34,-0.01,-0.16,0.43,3
35040,67701,8.42,-0.20,0.04,0.40,3
35080,67734,8.52,-0.22,0.31,0.33,3
35120,67771,8.33,-0.09,-0.09,0.31,3
35160,67799,8.56,-0.14,0.10,0.42,3
35200,67832,8.79,-0.37,0.07,0.37,3
35240,67877,8.56,0.25,0.12,0.39,3
35280,67907,8.50,-0.03,0.12,0.34,3
35320,67934,8.56,0.07,-0.22,0.34,3
35360,67977,8.63,0.06,0.03,0.36,3
35400,67999,8.77,0.09,-0.24,0.35,3
35440,68038,8.73,-0.03,0.09,0.34,3
35480,68066,8.94,-0.26,0.20,0.46,3
35520,68066,2
