t_ms,basinc_pa,sicaklik_c,ax_g,ay_g,az_g,durum
22680,81424,22.95,-0.02,0.00,1.01,0
22720,81430,23.01,0.01,-0.00,0.99,0
22760,81453,23.00,-0.00,0.01,1.02,0
22800,81388,23.03,0.02,0.02,1.02,0
22840,81236,22.98,-0.01,-0.00,0.98,0
22880,81076,22.99,0.01,-0.01,1.02,0
22920,81026,22.94,-0.01,-0.01,0.99,0
22960,81079,22.97,-0.00,0.03,1.01,0
23000,81126,23.00,0.01,-0.01,0.99,0
23040,81121,23.02,-0.01,0.01,1.01,0
23080,81113,22.94,-0.00,0.01,0.99,0
23120,81164,23.11,0.00,-0.00,0.98,0
23160,81227,23.02,0.01,0.02,1.00,0
23200,81187,23.04,0.02,-0.02,0.99,0
23240,81035,23.10,-0.00,-0.02,0.99,0
23280,80879,23.06,0.00,0.01,1.01,0
23320,80820,22.98,-0.01,0.01,0.99,0
23360,80834,23.02,0.01,-0.00,0.98,0
23400,80827,23.00,-0.00,0.00,1.00,0
23440,80793,23.05,-0.01,-0.01,1.00,0
23480,80787,22.99,0.00,-0.01,1.02,0
23520,80890,23.06,0.02,0.02,1.01,0
23560,80984,23.02,-0.00,0.00,1.00,0
23600,80961,23.02,0.00,-0.00,0.99,0
23640,80834,23.05,0.00,0.01,1.01,0
23680,80702,22.97,-0.01,0.01,1.00,0
23720,80649,22.98,0.02,-0.00,1.00,0
23760,80625,23.03,0.01,0.01,1.00,0
23800,80553,22.97,-0.02,0.01,1.02,0
23840,80478,22.88,-0.01,0.00,0.99,0
23880,80477,22.98,0.01,-0.00,1.04,0
23920,80596,23.03,0.00,0.01,1.00,0
23960,80709,22.93,0.01,0.00,0.98,0
24000,80701,22.96,0.02,-0.00,1.02,0
24040,80605,23.05,-0.00,-0.00,1.01,0
24080,80525,22.98,-0.00,-0.00,0.99,0
24120,80495,22.96,-0.01,-0.02,1.00,0
24160,80440,23.01,0.00,0.00,0.99,0
24200,80327,23.04,0.01,0.00,0.99,0
24240,80218,23.01,0.00,0.00,1.03,0
24280,80197,23.04,0.00,-0.00,0.97,0
24320,80297,22.94,-0.01,0.01,1.01,0
24320,80297,22.94,-0.01,0.01,1.01,0
24360,80405,22.98,-0.01,-0.01,0.98,0
24400,80416,22.99,-0.01,0.00,0.98,0
24440,80367,22.91,0.00,0.01,1.01,0
24480,80333,23.07,-0.02,0.00,1.00,0
24520,80328,22.95,-0.01,-0.00,1.01,0
24560,80276,22.93,0.01,-0.00,1.00,0
24600,80141,23.09,-0.00,-0.00,1.01,0
24640,79981,23.06,-0.00,0.00,0.99,0
24680,79953,23.11,-0.01,0.01,1.00,0
24720,80033,23.06,0.00,0.00,1.01,0
24760,80108,23.05,-0.01,-0.01,0.99,0
24800,80107,22.96,0.00,-0.03,1.00,0
24840,80097,22.99,-0.00,0.01,1.01,0
24880,80118,22.95,-0.00,-0.01,1.01,0
24920,80160,23.06,-0.00,-0.00,1.01,0
24960,80110,22.95,-0.01,0.01,0.99,0
25000,79952,23.00,0.00,-0.00,1.00,0
25040,79793,22.92,0.01,-0.00,1.00,0
25080,79749,22.99,-0.01,0.00,1.03,0
25120,79785,22.98,0.02,-0.00,1.02,0
25160,79818,23.01,-0.01,-0.02,1.01,0
25200,79799,23.03,-0.03,0.00,0.96,0
25240,79803,23.03,-0.00,0.01,0.97,0
25280,79886,23.06,0.01,-0.01,0.99,0
25320,79956,22.96,-0.01,0.03,1.00,0
25360,79928,23.01,0.01,0.00,1.00,0
25400,79785,23.06,-0.00,0.01,0.96,0
25440,79637,22.96,-0.01,0.00,0.99,0
25480,79586,22.97,0.01,-0.01,1.00,0
25520,79587,23.06,0.00,-0.00,0.99,0
25560,79564,23.03,0.01,-0.00,1.00,0
25600,79503,23.07,0.00,0.01,1.02,0
25640,79516,23.00,0.00,-0.02,0.99,0
25680,79622,22.94,0.00,-0.01,1.01,0
25720,79722,22.98,0.01,0.00,1.02,0
25760,79709,23.00,-0.00,0.00,1.01,0
25800,79600,23.07,-0.00,-0.01,0.97,0
25840,79492,22.98,0.03,-0.00,1.00,0
25880,79443,23.00,0.01,-0.01,1.04,0
25920,79408,23.02,-0.00,0.01,1.00,0
25960,79331,23.03,-0.00,-0.00,1.03,0
26000,79233,23.04,-0.01,0.01,1.03,0
26040,79244,23.02,-0.00,0.00,1.00,0
26080,79354,22.99,0.00,-0.01,1.00,0
26120,79464,23.00,-0.00,0.02,0.98,0
26160,79469,23.05,-0.01,-0.02,1.00,0
26200,79396,22.94,-0.00,0.00,1.01,0
26520,79181,23.03,-0.00,-0.01,1.00,0
26560,79196,23.00,0.01,0.02,1.01,0
26600,79165,22.87,0.00,-0.01,0.99,0
26640,79172,23.05,-0.00,-0.01,1.02,0
26680,79170,22.97,0.01,-0.01,0.99,0
26720,79125,23.01,0.00,0.00,1.00,0
26760,78970,23.03,0.01,0.01,1.00,0
26800,78821,23.08,-0.01,-0.02,1.00,0
26840,78786,23.04,-0.01,0.01,1.00,0
26880,78786,23.00,0.02,-0.00,0.96,0
26920,78916,23.04,-0.01,0.01,1.01,0
26960,78915,22.97,-0.00,0.00,1.00,0
27000,78911,23.06,-0.00,0.00,0.99,0
27040,78963,23.01,0.01,0.01,1.02,0
27080,79021,23.07,-0.00,-0.01,1.01,0
27120,78983,23.02,0.01,0.00,0.99,0
27160,78829,23.06,0.00,0.01,1.00,0
27200,78674,22.95,-0.00,0.00,1.01,0
27240,78632,22.96,0.02,-0.03,1.01,0
27280,78649,23.06,-0.01,0.01,1.01,0
27320,78659,23.04,0.00,-0.00,1.00,0
27360,78635,22.94,-0.02,0.01,0.99,0
27400,78648,23.04,-0.00,-0.00,1.00,0
27440,78737,22.96,-0.00,0.00,0.98,0
27480,78833,22.93,0.00,-0.01,0.99,0
27520,78809,22.97,-0.01,0.01,0.97,0
27560,78679,22.94,-0.01,-0.01,1.01,0
27600,78551,23.02,0.00,0.01,1.00,0
27640,78495,22.93,-0.01,0.02,0.99,0
27680,78483,22.91,-0.00,0.01,0.99,0
27720,78434,22.93,0.01,-0.01,0.98,0
27760,78375,22.97,-0.01,-0.00,0.97,0
27800,78384,23.07,0.02,-0.01,1.00,0
27840,78497,22.96,0.02,-0.01,1.00,0
27880,78606,22.97,0.00,0.00,1.01,0
27920,78614,22.97,0.02,-0.02,1.00,0
27960,78514,22.97,0.01,-0.01,1.02,0
28000,78425,23.03,-0.01,0.01,1.00,0
28040,78387,22.94,0.01,-0.01,1.00,0
28080,78352,22.98,0.01,-0.01,1.00,0
28120,78249,23.02,-0.01,-0.01,0.99,0
28160,78142,23.01,-0.01,0.01,0.98,0
28200,78147,23.00,0.02,0.01,1.02,0
28240,78252,22.99,-0.01,0.01,0.99,0
28280,78368,22.99,0.00,0.01,1.01,0
28320,78376,23.01,0.00,-0.01,0.98,0
28360,78316,23.09,-0.00,0.00,1.02,0
28400,78289,22.95,-0.01,0.00,1.00,0
28440,78283,23.02,0.00,-0.03,1.02,0
28480,78234,22.97,0.02,0.02,0.99,0
28520,78087,23.01,-0.00,-0.01,0.99,0
28560,77956,23.04,-0.01,-0.00,1.03,0
28600,77940,23.06,0.00,-0.01,1.02,0
28640,78024,22.94,0.01,-0.00,1.01,0
28880,78114,22.96,0.00,-0.00,1.00,0
28920,77958,23.01,-0.02,0.01,0.98,0
28960,77806,23.01,-0.02,0.00,1.01,0
29000,77764,23.02,-0.00,-0.01,1.00,0
29040,77817,23.04,0.02,-0.01,0.99,0
29080,77862,23.02,0.00,0.01,1.01,0
29120,77854,22.98,0.02,0.01,0.99,0
29160,77863,23.03,-0.00,0.02,1.00,0
29200,77936,23.04,-0.00,0.01,0.99,0
29240,78008,23.04,0.00,-0.00,1.02,0
29280,77970,23.01,-0.00,0.00,1.02,0
29320,77835,23.00,-0.01,-0.00,1.00,0
29360,77691,22.99,0.01,-0.01,1.00,0
29400,77641,23.06,-0.00,0.00,1.01,0
29440,77649,23.03,0.00,0.00,1.02,0
29480,77638,23.07,-0.00,0.00,0.99,0
29520,77599,22.96,0.00,-0.01,1.01,0
29560,77619,23.08,0.00,-0.00,0.99,0
29600,77723,23.00,0.02,0.01,1.01,0
29640,77827,23.01,-0.01,-0.00,0.98,0
29680,77812,23.14,0.00,-0.02,0.96,0
29720,77706,23.04,-0.00,-0.02,1.00,0
29760,77593,23.00,0.00,-0.02,0.98,0
29800,77544,23.00,-0.01,0.01,0.99,0
29840,77526,23.05,-0.01,-0.00,1.02,0
29880,77448,22.98,0.00,0.00,0.99,0
29920,77376,23.00,0.00,0.00,1.00,0
29960,77384,23.06,0.01,0.01,1.00,0
30000,77497,22.95,-0.00,-0.00,0.99,0
30040,77614,22.96,0.01,-0.00,1.00,0
30080,77627,22.94,-0.00,-0.00,1.00,0
30120,77544,23.03,-0.00,-0.01,0.97,0
30160,77483,23.00,0.01,-0.00,1.01,0
30200,77457,22.99,-0.01,0.01,1.01,0
30240,77414,22.99,0.01,-0.01,1.00,0
30280,77300,22.99,-0.01,-0.01,0.99,0
30320,77177,23.06,0.00,0.01,0.99,0
30360,77174,23.09,-0.01,0.00,0.99,0
30400,77280,23.05,0.00,-0.01,0.98,0
30440,77387,23.03,-0.00,-0.01,1.00,0
30480,77400,22.95,-0.01,0.01,1.02,0
30520,77363,23.04,0.00,-0.00,1.01,0
30560,77361,23.01,0.00,0.02,0.99,0
30600,77367,23.05,0.00,-0.01,0.99,0
30640,77313,23.06,-0.01,-0.00,1.00,0
30680,77173,22.99,-0.00,-0.01,0.98,0
30720,77034,23.01,0.01,-0.02,0.99,0
30760,77002,23.01,0.00,-0.00,1.00,0
30800,77080,22.98,-0.00,-0.01,1.00,0
30840,77149,23.05,0.01,-0.00,1.00,0
30880,77161,23.11,-0.00,-0.02,0.97,0
30920,77151,23.01,-0.00,0.02,0.96,0
30960,77203,23.01,0.02,-0.00,0.99,0
31000,77259,23.00,0.00,-0.00,0.99,0
31040,77213,23.00,0.01,-0.00,1.00,0
31080,77064,23.07,-0.01,0.01,0.98,0
31120,76918,23.02,0.00,0.01,1.01,0
31160,76863,22.98,-0.01,-0.02,0.99,0
31200,76906,22.97,-0.00,-0.01,1.00,0
31240,76933,22.95,-0.01,-0.01,1.01,0
31280,76918,22.96,-0.01,-0.01,0.97,0
31320,76927,23.04,-0.00,0.01,1.01,0
31360,77026,23.00,0.01,0.02,1.03,0
31400,77114,22.97,-0.00,0.01,1.02,0
31440,77087,22.95,-0.00,-0.01,1.00,0
31480,76960,23.04,-0.02,0.00,0.99,0
31520,76826,23.03,-0.00,-0.00,1.00,0
31560,76773,22.99,-0.00,0.00,0.98,0
31600,76774,22.93,0.02,0.01,0.99,0
31640,76746,23.04,0.01,-0.01,1.02,0
31680,76695,23.07,-0.01,0.02,1.03,0
31720,76710,23.02,0.01,0.01,0.99,0
31760,76815,23.04,0.01,0.01,0.99,0
31800,76945,23.01,-0.00,-0.01,1.01,0
31840,76939,22.96,0.00,-0.00,1.00,0
31880,76836,22.94,-0.01,-0.02,0.98,0
31920,76743,23.00,0.01,0.01,1.01,0
31960,76711,22.95,-0.01,-0.01,1.00,0
32000,76676,22.95,-0.01,0.01,1.01,0
32040,76590,23.04,0.00,0.01,1.01,0
32080,76497,23.02,-0.00,0.01,1.02,0
32120,76491,22.98,-0.01,0.01,0.99,0
32160,76617,23.03,-0.01,-0.00,1.00,0
32200,76736,23.05,-0.01,0.00,1.00,0
32240,76744,23.09,0.01,-0.01,0.98,0
32280,76684,23.02,-0.00,-0.00,0.99,0
32320,76647,22.87,0.01,-0.02,0.99,0
32360,76649,23.01,0.01,-0.00,1.01,0
32400,76594,23.05,0.00,-0.01,1.00,0
32440,76475,23.06,0.01,0.01,1.00,0
32480,76337,22.96,-0.01,-0.02,0.98,0
32520,76324,22.96,-0.01,-0.01,1.00,0
32560,76424,22.98,0.01,0.00,0.99,0
32600,76521,22.96,0.01,0.02,1.02,0
32640,76542,23.03,-0.01,0.02,1.00,0
32680,76510,23.00,-0.01,-0.01,1.01,0
32720,76535,22.96,-0.02,0.01,0.98,0
32760,76565,23.05,-0.01,-0.00,0.96,0
32800,76512,23.15,-0.02,0.01,1.02,0
32840,76369,22.97,-0.00,-0.00,1.03,0
32880,76220,22.99,-0.01,-0.01,0.99,0
32920,76183,22.95,-0.01,0.01,1.01,0
32960,76245,23.11,-0.00,0.01,1.01,0
33000,76306,22.95,-0.01,-0.01,1.00,0
33000,76306,22.95,-0.01,-0.01,1.00,0
33040,76313,22.98,0.00,-0.01,1.02,0
33080,76315,22.96,-0.00,-0.01,1.01,0
33120,76385,22.97,-0.01,0.02,0.99,0
33160,76452,22.92,-0.01,-0.01,1.00,0
33200,76421,23.10,0.00,-0.01,0.98,0
33240,76281,23.09,0.01,0.00,0.97,0
33280,76143,23.00,0.00,0.02,1.02,0
33320,76086,23.02,0.01,0.01,1.00,0
33360,76112,23.01,-0.02,0.00,0.99,0
33400,76114,23.03,-0.00,0.00,1.01,0
33440,76086,22.98,-0.02,0.00,1.00,0
33480,76107,23.04,-0.01,0.01,0.98,0
33520,76209,23.05,0.00,-0.01,1.00,0
33560,76317,23.03,-0.01,0.00,1.01,0
33600,76310,23.03,-0.01,0.02,1.02,0
33640,76183,23.06,-0.00,-0.01,0.99,0
33680,76067,22.97,-0.01,-0.01,1.00,0
33720,76027,22.99,-0.02,0.01,1.02,0
33760,76011,23.04,-0.01,-0.01,1.00,0
33800,75959,22.95,-0.01,0.01,0.98,0
33840,75889,22.94,-0.00,0.02,1.01,0
33880,75903,23.00,0.01,0.02,1.00,0
33920,76026,23.07,-0.00,-0.01,1.00,0
33960,76147,22.99,0.00,0.01,1.03,0
34000,76153,23.07,0.00,0.00,1.00,0
34040,76073,22.96,0.02,0.00,0.99,0
34080,76004,23.01,0.01,-0.01,0.99,0
34120,75967,23.01,0.01,-0.00,1.04,0
34160,75932,22.99,-0.02,-0.01,1.01,0
34200,75835,22.93,-0.01,0.00,0.98,0
34240,75725,22.92,-0.01,-0.01,1.01,0
34280,75728,22.94,0.01,0.01,0.98,0
34320,75841,23.01,-0.01,0.00,1.01,0
34360,75947,23.09,0.01,-0.01,1.00,0
34400,75972,22.98,0.00,0.00,1.01,0
34440,75932,23.00,0.01,-0.00,1.00,0
34480,75907,23.06,-0.02,0.01,1.01,0
34520,75921,22.99,-0.01,-0.01,1.00,0
34560,75874,23.05,-0.01,0.02,0.99,0
34600,75736,22.98,-0.01,0.01,0.98,0
34640,75596,23.03,0.00,0.00,1.01,0
34680,75580,22.92,-0.01,0.02,0.98,0
34720,75666,23.00,0.01,0.00,0.99,0
34760,75750,23.01,-0.02,-0.00,0.98,0
34800,75764,22.91,0.01,-0.02,0.99,0
34840,75760,22.96,-0.01,0.01,1.00,0
34880,75803,23.04,-0.00,0.00,0.99,0
34920,75848,23.04,0.01,-0.01,1.02,0
34960,75808,23.00,-0.01,0.02,1.00,0
35000,75659,22.98,-0.00,0.00,1.02,0
35040,75514,23.07,-0.01,0.00,1.00,0
35080,75476,22.95,0.02,0.00,0.99,0
35120,75521,22.97,-0.00,-0.01,1.02,0
35160,75560,22.95,0.01,-0.00,0.98,0
35200,75557,23.03,0.01,0.01,0.98,0
35240,75569,23.05,0.00,0.02,0.99,0
35280,75657,23.02,-0.01,0.00,1.00,0
35320,75739,23.02,-0.01,-0.00,1.02,0
35360,75726,22.94,-0.00,0.02,0.99,0
35400,75589,23.06,0.01,0.00,1.00,0
35440,75450,22.93,0.01,0.01,1.00,0
35480,75407,23.00,-0.00,0.00,0.98,0
35520,75417,23.00,0.01,0.00,0.98,0
35560,75400,22.96,0.00,0.02,0.97,0
35600,75361,22.90,0.00,0.01,1.00,0
35640,75377,22.97,0.01,-0.00,1.00,0
35680,75487,22.99,-0.00,0.01,1.01,0
35720,75600,23.03,0.01,0.01,0.97,0
35760,75604,22.96,0.02,0.00,1.00,0
35800,75500,23.01,0.01,-0.01,0.99,0
35840,75400,23.02,0.00,-0.01,1.00,0
35880,75359,22.98,0.02,0.01,1.03,0
35920,75334,22.92,0.00,0.01,1.01,0
35960,75270,23.09,0.00,0.02,1.02,0
36000,75182,22.94,0.00,0.00,1.02,0
36040,75193,23.03,-0.01,0.00,1.00,0
36080,75314,22.91,-0.03,-0.01,0.98,0
36120,75439,22.98,-0.01,0.02,1.00,0
36160,75463,22.99,0.00,0.02,1.01,0
36200,75403,22.98,0.02,0.01,0.99,0
36240,75344,23.04,0.00,0.01,0.98,0
36280,75333,22.96,-0.01,0.02,1.00,0
36320,75286,23.05,-0.00,0.02,1.01,0
36360,75171,23.10,-0.02,-0.01,1.00,0
36400,75051,22.94,-0.01,-0.02,1.01,0
36440,75031,22.98,-0.01,0.02,1.01,0
36480,75146,23.04,0.01,-0.00,1.03,0
36520,75258,23.01,0.02,0.02,1.01,0
36560,75281,22.98,-0.02,-0.01,1.00,0
36600,75252,23.05,0.00,0.01,1.02,0
36640,0,23.02,0.02,-0.00,1.01,0
36680,75284,22.92,0.01,0.00,0.98,0
36720,75237,22.96,-0.00,-0.01,0.97,0
36760,75097,23.01,0.01,0.01,0.98,0
36800,74957,23.05,-0.00,-0.01,1.00,0
36840,74932,23.05,0.00,-0.00,0.99,0
36880,74997,23.00,-0.00,-0.00,1.00,0
36920,75070,23.02,-0.02,0.01,0.99,0
36960,75082,23.06,0.01,0.00,0.97,0
37000,75092,23.04,-0.02,0.01,1.00,0
37040,75142,23.09,-0.01,0.00,0.99,0
37080,75206,23.02,0.01,-0.00,1.00,0
37120,75177,22.93,0.01,-0.00,1.00,0
37160,75038,22.96,0.01,-0.02,0.98,0
37200,74894,22.93,-0.02,-0.01,1.00,0
37240,74849,23.02,0.01,-0.01,1.00,0
37280,74888,22.97,-0.01,0.00,1.01,0
37320,74906,22.95,-0.00,-0.01,1.00,0
37360,74883,22.97,0.00,-0.00,0.98,0
37400,74910,22.99,-0.00,-0.01,1.01,0
37440,75005,23.05,0.01,-0.00,0.99,0
37480,75106,23.09,0.01,-0.01,1.00,0
37520,75093,22.96,0.00,0.00,1.00,0
37560,74978,23.06,-0.00,-0.01,0.98,0
37600,74858,23.04,0.02,-0.00,1.01,0
37640,74809,23.02,0.00,-0.01,1.01,0
37680,74807,23.03,-0.00,-0.00,0.99,0
37720,74766,23.03,0.02,0.00,0.99,0
37760,74707,22.99,0.00,-0.01,0.98,0
37800,74734,22.97,0.00,0.00,0.99,0
37840,74853,23.03,-0.00,-0.00,1.00,0
37880,74969,22.93,0.00,0.01,1.03,0
37920,74989,23.03,-0.01,-0.00,1.02,0
37960,74889,22.96,-0.00,0.00,0.99,0
38000,74809,23.05,0.00,-0.01,0.99,0
38040,74788,23.04,-0.01,0.02,1.00,0
38080,74754,22.96,-0.01,0.00,0.99,0
38120,74664,22.98,0.02,0.00,1.02,0
38160,74563,23.08,-0.00,0.01,0.99,0
38200,74568,22.97,-0.01,-0.01,1.00,0
38240,74687,23.11,-0.01,-0.00,1.00,0
38280,74802,22.94,0.00,0.02,1.00,0
38320,74834,22.97,-0.00,-0.02,1.02,0
38360,74786,23.03,0.00,-0.02,0.99,0
38400,74754,23.03,-0.02,0.01,1.01,0
38440,74763,22.94,0.02,-0.00,0.99,0
38480,74714,22.95,-0.00,-0.01,0.98,0
38520,74591,23.06,-0.00,0.01,1.00,0
38560,74462,23.04,-0.01,0.01,1.01,0
38600,74445,22.97,0.01,0.02,0.97,0
38640,74546,23.00,-0.00,-0.02,1.00,0
38680,74638,23.10,0.00,-0.00,1.00,0
38720,74664,23.03,-0.02,-0.00,1.02,0
38760,74649,23.03,-0.00,-0.01,1.01,0
38800,74678,23.04,-0.01,-0.02,0.99,0
38840,74720,23.01,0.01,-0.01,1.00,0
38880,74690,23.14,-0.01,-0.01,1.00,0
38920,74541,23.11,0.00,-0.00,0.99,0
38960,74403,22.98,0.00,-0.00,1.00,0
39000,74358,23.10,-0.01,-0.00,1.01,0
39040,74423,23.02,-0.01,-0.02,1.03,0
39080,74478,22.95,-0.01,0.00,1.01,0
39120,74470,23.01,0.00,-0.01,1.04,0
39160,74483,23.00,0.02,-0.01,1.01,0
39200,74567,23.01,-0.00,0.02,0.99,0
39240,74650,23.00,0.01,0.01,1.00,0
39280,74629,23.00,-0.00,0.02,1.02,0
39320,74492,23.00,0.01,-0.02,1.00,0
39360,74348,22.94,0.01,0.01,1.01,0
39400,74310,23.04,0.00,0.00,1.00,0
39440,74330,22.97,-0.00,-0.00,1.04,0
39480,74333,22.97,0.01,0.00,1.00,0
39480,74333,22.97,0.01,0.00,1.00,0
39520,74298,22.95,-0.01,-0.00,1.00,0
39560,74322,23.03,0.01,0.01,1.02,0
39600,74430,23.03,-0.01,-0.00,1.02,0
39640,74548,22.97,0.02,-0.01,1.01,0
39680,74548,23.02,0.01,0.00,0.99,0
39720,74431,22.97,-0.02,0.01,1.02,0
39760,74328,22.99,-0.00,0.01,1.02,0
39800,74289,22.94,0.01,0.01,1.01,0
39840,74271,23.02,0.01,0.00,0.99,0
39880,74218,22.95,-0.02,0.02,1.02,0
39920,74143,22.99,0.01,0.01,1.00,0
39960,74159,22.96,-0.01,0.00,1.00,0
40000,74288,23.03,-0.00,-0.00,1.03,0
40040,74410,23.02,-0.00,-0.01,0.98,0
40080,74425,22.94,0.00,-0.01,0.99,0
40120,74355,22.99,-0.01,0.01,1.00,0
40160,74295,22.99,0.00,0.00,1.02,0
40200,74279,22.93,-0.01,0.01,1.00,0
40240,74242,23.02,0.01,0.02,1.01,0
40280,74134,22.99,-0.01,0.00,1.01,0
40320,74031,23.00,-0.00,-0.01,0.99,0
40360,74019,23.06,-0.02,-0.01,0.99,0
40400,74134,23.02,-0.01,-0.01,1.02,0
40440,74248,22.96,0.00,-0.01,1.00,0
40480,74277,23.09,0.00,-0.01,0.99,0
40520,74242,23.03,0.00,-0.01,1.01,0
40560,74239,23.03,-0.00,0.00,0.98,0
40600,74261,23.06,-0.02,0.00,1.00,0
40640,74222,23.07,0.01,0.01,1.00,0
40680,74087,22.95,-0.01,-0.00,1.02,0
40720,73943,23.00,-0.01,-0.01,1.00,0
40760,73926,23.09,-0.01,0.02,1.01,0
40800,74011,22.88,0.00,-0.00,1.02,0
40840,74091,23.09,-0.01,0.01,1.02,0
40880,74106,23.00,0.01,0.01,1.00,0
40920,74107,23.04,-0.01,-0.01,1.00,0
40960,74165,23.02,0.00,-0.01,1.00,0
41000,74224,22.98,-0.01,-0.00,0.99,0
41040,74188,22.97,0.00,-0.01,0.98,0
41080,74048,22.98,-0.00,-0.00,0.98,0
41120,73897,23.01,0.00,0.01,1.01,0
41160,73871,23.04,-0.01,0.02,1.01,0
41200,73908,23.01,0.01,-0.00,1.01,0
41240,73945,23.05,0.00,0.02,1.00,0
41280,73930,22.90,-0.00,0.01,1.02,0
41320,73948,22.97,-0.02,0.02,1.00,0
41360,74048,23.00,-0.02,0.02,1.01,0
41400,74148,23.13,-0.02,0.01,1.00,0
41440,74135,22.93,0.00,0.01,0.99,0
41480,74002,22.99,-0.00,0.01,0.98,0
41520,73882,22.99,0.01,0.00,1.00,0
41560,73847,23.04,0.02,0.02,1.01,0
41600,73842,22.96,-0.00,-0.00,0.99,0
41640,73819,23.04,0.00,-0.01,0.98,0
41680,73776,23.09,-0.01,0.01,1.02,0
41720,73797,23.12,-0.02,-0.01,1.02,0
41760,73919,22.90,0.00,-0.01,1.02,0
41800,74044,23.07,0.01,0.01,1.01,0
41840,74051,23.03,0.02,-0.00,1.01,0
41880,73951,23.05,0.01,-0.02,0.97,0
41920,73866,22.97,0.00,-0.01,1.02,0
41960,73840,22.92,-0.00,0.00,0.97,0
42000,73806,22.95,-0.00,0.01,0.99,0
42040,73726,23.00,-0.02,-0.00,1.01,0
42080,73642,23.07,0.01,0.01,1.00,0
42120,73654,23.00,0.01,0.00,1.02,0
42160,73775,22.96,-0.00,0.00,1.00,0
42200,73899,23.00,-0.02,-0.01,1.01,0
42240,73926,22.94,0.00,-0.00,0.99,0
42280,73872,23.01,0.01,0.00,0.99,0
42320,73837,23.03,-0.00,-0.01,0.99,0
42360,73836,23.04,0.01,-0.01,1.00,0
42400,73795,22.98,0.01,-0.02,0.99,0
42440,73667,22.99,0.01,-0.02,1.02,0
42480,73560,23.03,-0.01,0.00,1.01,0
42520,73550,22.97,-0.00,0.02,1.01,0
42560,73649,23.05,-0.01,-0.00,0.99,0
42600,73755,22.98,0.00,0.00,1.03,0
42640,73776,23.04,-0.00,-0.02,1.02,0
42680,73760,22.98,0.01,-0.00,1.00,0
42720,73782,23.10,0.03,-0.00,1.02,0
42760,73819,22.99,0.00,-0.01,0.99,0
42800,73787,23.05,-0.01,0.00,1.02,0
42840,73643,23.02,0.00,0.02,1.00,0
42880,73503,23.02,-0.01,0.01,0.99,0
42920,73475,23.00,-0.00,0.00,0.99,0
42960,73551,23.00,0.01,0.00,1.01,0
43000,73603,22.96,-0.01,-0.01,0.98,0
43040,73612,23.01,-0.01,0.01,1.03,0
43080,73624,22.96,0.00,0.01,1.01,0
43120,73692,22.94,0.02,0.01,1.02,0
43160,73768,23.02,0.03,-0.01,0.99,0
43200,73750,22.97,-0.01,0.00,1.00,0
43240,73616,22.94,0.01,0.00,0.99,0
43280,73480,23.03,-0.01,0.02,0.98,0
43320,73432,23.10,0.00,-0.00,0.99,0
43360,73463,22.96,0.01,0.00,1.01,0
43400,73477,22.92,0.00,0.02,1.03,0
43440,73455,22.94,0.00,-0.02,0.97,0
43480,73481,22.86,0.00,0.00,1.00,0
43520,73592,22.96,-0.02,-0.00,1.00,0
43560,73697,22.97,0.01,-0.01,1.00,0
43600,73699,23.02,-0.00,0.01,1.00,0
43640,73579,23.06,0.00,0.01,0.99,0
43680,73475,22.98,0.00,0.02,0.99,0
43720,73436,22.98,-0.00,0.01,0.99,0
43760,73420,22.95,-0.00,0.00,0.98,0
43800,73381,22.94,0.01,0.02,0.97,0
43840,73307,23.00,-0.00,0.00,1.01,0
43880,73340,23.00,-0.00,-0.01,0.98,0
43920,73460,23.07,0.02,0.01,1.01,0
43960,73591,22.99,0.00,0.00,0.97,0
44000,73597,23.03,-0.00,-0.00,1.00,0
44040,73529,22.98,-0.01,0.01,0.98,0
44080,73465,23.08,-0.00,-0.01,1.01,0
44120,73442,23.03,-0.01,0.00,1.01,0
44160,73401,23.00,-0.01,-0.01,1.01,0
44200,73313,23.02,-0.00,0.02,1.00,0
44240,73207,23.00,0.00,-0.00,0.98,0
44280,73211,22.95,0.02,0.00,0.96,0
44320,73335,22.96,-0.00,-0.01,1.00,0
44360,73451,23.02,-0.00,-0.01,1.01,0
44400,73487,22.98,-0.01,0.01,1.01,0
44440,73439,23.01,-0.00,0.01,1.00,0
44480,73435,22.97,-0.00,-0.01,1.00,0
44520,73445,22.97,-0.02,-0.00,1.01,0
44560,73403,23.09,-0.00,0.01,1.02,0
44600,73272,22.97,-0.01,-0.00,1.02,0
44640,73143,23.02,-0.01,-0.00,0.99,0
44680,73127,23.02,-0.00,-0.02,1.03,0
44720,73222,23.04,-0.01,-0.01,1.01,0
44760,73312,22.98,0.01,0.00,1.00,0
44800,73325,22.97,0.00,-0.00,0.97,0
44840,73330,22.95,0.00,-0.01,1.01,0
44880,73374,23.02,0.01,-0.00,0.99,0
44920,73428,23.08,0.01,-0.00,1.02,0
44960,73394,22.99,0.00,-0.01,1.03,0
45000,73252,22.97,0.02,0.01,1.00,0
45040,73109,22.95,-0.02,-0.01,1.00,0
45080,73078,22.96,-0.01,0.00,0.98,0
45120,73126,22.98,0.00,-0.01,0.98,0
45160,73177,22.96,-0.01,-0.00,1.03,0
45200,73176,22.96,-0.01,0.01,0.99,0
45240,73197,22.93,-0.00,-0.02,0.99,0
45280,73279,23.03,0.00,-0.00,0.99,0
45320,73382,22.97,0.00,-0.01,1.02,0
