zaman_s,irtifa_m,olay
90.75,223,
90.80,222,
90.85,221,
90.90,220,
90.95,219,
91.00,218,
91.05,217,
91.10,216,
91.15,215,
91.20,214,
91.25,213,
91.30,212,
91.35,211,
91.40,210,
91.45,209,
91.50,208,
91.55,207,
91.60,206,
91.65,205,
91.70,204,
91.75,203,
91.80,202,
91.85,201,
91.90,200,
91.95,200,
92.00,199,
92.05,198,
92.10,197,
92.15,196,
92.20,195,
92.25,194,
92.30,193,
92.35,192,
92.40,192,
92.45,191,
92.50,190,
92.55,189,
92.60,188,
92.65,187,
92.70,186,
92.75,185,
92.80,185,
92.85,184,
92.90,183,
92.95,182,
93.00,181,
93.05,180,
93.10,180,
93.15,179,
93.20,178,
93.25,177,
93.30,176,
93.35,176,
93.40,175,
93.45,174,
93.50,173,
93.55,172,
93.60,172,
93.65,171,
93.70,170,
93.75,169,
93.80,168,
93.85,168,
93.90,167,
93.95,166,
94.00,165,
94.05,165,
94.10,164,
94.15,163,
94.20,162,
94.25,162,
94.30,161,
94.35,160,
94.40,159,
94.45,158,
94.50,158,
94.55,157,
94.60,156,
94.65,156,
94.70,155,
94.75,154,
94.80,154,
94.85,153,
94.90,152,
94.95,152,
95.00,151,
95.05,150,
95.10,150,
95.15,149,
95.20,148,
95.25,148,
95.30,147,
95.35,146,
95.40,145,
95.45,145,
95.50,144,
95.55,143,
95.60,143,
95.65,142,
95.70,141,
95.75,141,
95.80,140,
95.85,140,
95.90,139,
95.95,138,
96.00,138,
96.05,137,
96.10,136,
96.15,136,
96.20,135,
96.25,135,
96.30,134,
96.35,133,
96.40,133,
96.45,132,
96.50,131,
96.55,131,
96.60,130,
96.65,130,
96.70,129,
96.75,129,
96.80,128,
96.85,127,
96.90,127,
96.95,126,
97.00,126,
97.05,125,
97.10,125,
97.15,124,
97.20,123,
97.25,123,
97.30,122,
97.35,122,
97.40,121,
97.45,121,
97.50,120,
97.55,120,
97.60,119,
97.65,119,
97.70,118,
97.75,117,
97.80,117,
97.85,116,
97.90,116,
97.95,115,
98.00,115,
98.05,114,
98.10,113,
98.15,113,
98.20,113,
98.25,112,
98.30,112,
98.35,111,
98.40,111,
98.45,110,
98.50,110,
98.55,109,
98.60,109,
98.65,108,
98.70,108,
98.75,107,
98.80,107,
98.85,106,
98.90,105,
98.95,105,
99.00,105,
99.05,104,
99.10,104,
99.15,103,
99.20,103,
99.25,102,
99.30,102,
99.35,101,
99.40,101,
99.45,100,
99.50,100,
99.55,99,
99.60,99,
99.65,99,
99.70,98,
99.75,98,
99.80,97,
99.85,97,
99.90,97,
99.95,96,
100.00,95,
100.05,95,
100.10,95,
100.15,94,
100.20,94,
100.25,93,
100.30,93,
100.35,92,
100.40,92,
100.45,92,
100.50,91,
100.55,91,
100.60,90,
100.65,90,
100.70,90,
100.75,89,
100.80,89,
100.85,88,
100.90,88,
100.95,88,
101.00,87,
101.05,87,
101.10,87,
101.15,86,
101.20,86,
101.25,85,
101.30,85,
101.35,85,
101.40,84,
101.45,84,
101.50,83,
101.55,83,
101.60,82,
101.65,82,
101.70,82,
101.75,81,
101.80,81,
101.85,81,
101.90,80,
101.95,80,
102.00,80,
102.05,79,
102.10,79,
102.15,79,
102.20,78,
102.25,78,
102.30,77,
102.35,77,
102.40,77,
102.45,76,
102.50,76,
102.55,76,
102.60,75,
102.65,75,
102.70,75,
102.75,74,
102.80,74,
102.85,74,
102.90,73,
102.95,73,
103.00,72,
103.05,72,
103.10,72,
103.15,71,
103.20,71,
103.25,71,
103.30,71,
103.35,70,
103.40,70,
103.45,70,
103.50,69,
103.55,69,
103.60,69,
103.65,68,
103.70,68,
103.75,68,
103.80,67,
103.85,67,
103.90,67,
103.95,67,
104.00,66,
104.05,66,
104.10,66,
104.15,65,
104.20,65,
104.25,65,
104.30,65,
104.35,64,
104.40,64,
104.45,64,
104.50,63,
104.55,63,
104.60,63,
104.65,62,
104.70,62,
104.75,62,
104.80,62,
104.85,61,
104.90,61,
104.95,61,
105.00,61,
105.05,60,
105.10,60,
105.15,60,
105.20,59,
105.25,59,
105.30,59,
105.35,59,
105.40,58,
105.45,58,
105.50,58,
105.55,58,
105.60,57,
105.65,57,
105.70,57,
105.75,56,
105.80,56,
105.85,56,
105.90,56,
105.95,55,
106.00,55,
106.05,55,
106.10,55,
106.15,54,
106.20,54,
106.25,54,
106.30,54,
106.35,53,
106.40,53,
106.45,53,
106.50,53,
106.55,53,
106.60,52,
106.65,52,
106.70,52,
106.75,52,
106.80,51,
106.85,51,
106.90,51,
106.95,51,
107.00,51,
107.05,50,
107.10,50,
107.15,50,
107.20,49,
107.25,49,
107.30,49,
107.35,49,
107.40,49,
107.45,48,
107.50,48,
107.55,48,
107.60,48,
107.65,48,
107.70,48,
107.75,47,
107.80,47,
107.85,47,
107.90,47,
107.95,46,
108.00,46,
108.05,46,
108.10,46,
108.15,45,
108.20,45,
108.25,45,
108.30,45,
108.35,45,
108.40,44,
108.45,44,
108.50,44,
108.55,44,
108.60,44,
108.65,43,
108.70,43,
108.75,43,
108.80,43,
108.85,42,
108.90,42,
